tconst	averageRating	numVotes
tt11028174	9.9	23077
tt4228718	9.2	23044
tt8543958	9.2	22989
tt15215460	9.2	22947
tt7690818	9.0	22848
tt5218268	9.3	22621
tt1712064	9.1	22571
tt31989046	9.7	22558
tt8733190	9.1	22537
tt26230386	9.6	22476
tt1094581	9.1	22444
tt10883092	9.8	22435
tt2669746	9.8	22386
tt8733184	9.3	22381
tt21152040	9.5	22222
tt3104218	9.1	22199
tt8733188	9.2	22177
tt3230908	9.8	22150
tt6020808	9.1	22029
tt3895286	9.4	21915
tt3174242	9.1	21829
tt1540125	9.5	21824
tt3158344	9.0	21804
tt15496376	9.6	21680
tt3134450	9.1	21644
tt4630546	9.4	21637
tt3174238	9.0	21555
tt6723678	9.1	21525
tt4832262	9.5	21369
tt12187028	9.1	21355
tt8543956	9.0	21217
tt6723674	9.1	21128
tt4934214	9.0	21126
tt1073664	9.1	20752
tt1804271	9.2	20665
tt29082210	9.4	20628
tt6723700	9.0	20490
tt8772224	9.4	20470
tt2779318	9.3	20228
tt1073668	9.1	20151
tt5220026	9.3	19855
tt7074030	9.5	19853
tt8100958	9.1	19741
tt3316800	9.2	19625
tt15496440	9.6	19622
tt10433100	9.7	19613
tt4652838	9.2	19491
tt8266826	9.8	19413
tt1804265	9.2	19332
tt29452438	9.8	19296
tt4719614	9.2	19244
tt11294360	9.9	19219
tt2253602	9.3	19203
tt3260612	9.1	19114
tt9313978	9.9	19113
tt3853928	9.2	19045
tt0098769	9.0	19033
tt1833197	9.8	19031
tt8250812	9.2	18916
tt6243308	9.2	18878
tt13119450	9.6	18694
tt13847928	9.4	18692
tt26230388	9.7	18649
tt3333846	9.3	18575
tt12557700	9.4	18543
tt1444421	9.8	18424
tt1648163	9.4	18182
tt4452400	9.2	18106
tt3333832	9.0	18029
tt11748808	9.0	18003
tt7450814	9.1	18001
tt20236974	9.5	17979
tt0374692	9.4	17911
tt1204265	9.9	17890
tt3333834	9.0	17833
tt1804264	9.1	17783
tt4832268	9.3	17639
tt15423196	9.7	17551
tt4832278	9.3	17451
tt13424098	9.7	17391
tt9313966	9.8	17344
tt15163022	9.1	17302
tt13847624	9.1	17279
tt1248736	9.7	17236
tt11997264	9.0	17207
tt8772196	9.3	17186
tt1839558	9.1	17185
tt3097534	9.3	17181
tt7651352	9.2	17061
tt11758482	9.0	17047
tt10655692	9.4	17027
tt0583433	9.6	16889
tt9471962	9.1	16836
tt0705272	9.7	16824
tt3689244	9.0	16789
tt29621863	9.6	16745
tt28970499	9.0	16645
tt0291337	9.2	16613
tt11079892	9.7	16574
tt0150742	9.3	16448
tt10454734	9.5	16399
tt9691188	9.7	16295
tt5570804	9.2	16095
tt4462688	9.3	16085
tt32886743	9.7	16053
tt0994365	9.7	15943
tt12772748	9.2	15911
tt10457654	9.4	15880
tt8084166	9.7	15802
tt8772216	9.0	15799
tt2006890	9.2	15787
tt6223224	9.6	15759
tt12396812	9.0	15722
tt0397042	9.2	15676
tt9313968	9.8	15670
tt8956332	9.7	15636
tt1054352	9.5	15604
tt4138338	9.6	15536
tt4089754	9.7	15490
tt4730026	9.4	15357
tt8250840	9.3	15352
tt5326246	9.6	15320
tt0259534	9.2	15319
tt8084180	9.7	15300
tt8772190	9.0	15090
tt7958030	9.5	15085
tt29621867	9.6	15042
tt3683576	9.5	15004
tt5579594	9.0	14860
tt4462690	9.0	14839
tt12557688	9.2	14824
tt1127708	9.1	14786
tt8253126	9.7	14740
tt14984112	9.5	14669
tt1508238	9.0	14619
tt4776072	9.0	14608
tt1055053	9.5	14487
tt15496430	9.2	14479
tt1595996	9.8	14479
tt6542628	9.8	14404
tt18233708	9.5	14386
tt10906308	9.3	14311
tt10454726	9.4	14258
tt8299508	9.3	14232
tt12557694	9.0	14215
tt7313322	9.1	14211
tt28069649	9.5	14198
tt0995839	9.4	14127
tt0877058	9.6	14120
tt6633696	9.7	14102
tt15041334	9.3	14083
tt1044632	9.5	14023
tt2060963	9.8	13991
tt13848062	9.1	13960
tt15496436	9.2	13935
tt9632460	9.6	13919
tt1004798	9.7	13865
tt9691186	9.5	13782
tt12984026	9.2	13771
tt7313312	9.0	13735
tt0636289	9.1	13701
tt7074032	9.1	13662
tt7313316	9.1	13596
tt4125428	9.3	13576
tt0583452	9.7	13537
tt4128194	9.8	13514
tt8160066	9.3	13439
tt21152038	9.4	13430
tt15496432	9.2	13428
tt4834232	9.1	13411
tt4146568	9.5	13360
tt1199781	9.1	13346
tt4701542	9.6	13339
tt0562998	9.2	13252
tt1591786	9.3	13242
tt4370552	9.5	13136
tt0180825	9.6	13121
tt9313962	9.7	13100
tt5182866	9.1	13095
tt4935616	9.4	13089
tt4730014	9.1	13084
tt15163018	9.1	13078
tt23743570	9.4	13078
tt10454732	9.2	13013
tt6080222	9.7	12982
tt10454722	9.0	12969
tt15319556	9.5	12954
tt15163020	9.0	12945
tt0701989	9.9	12908
tt10457652	9.1	12884
tt4799588	9.2	12793
tt23471800	9.5	12769
tt13854248	9.1	12749
tt1031477	9.4	12664
tt6056650	9.4	12654
tt2461638	9.1	12610
tt5755998	9.4	12577
tt4006548	9.5	12478
tt0416779	9.0	12452
tt5218434	9.6	12450
tt28345575	9.2	12444
tt28515477	9.6	12364
tt4947664	9.4	12332
tt10655696	9.0	12329
tt6635194	9.6	12304
tt10573626	9.2	12227
tt21152036	9.4	12191
tt1216108	9.8	12164
tt16972222	9.5	12161
tt8919318	9.5	12154
tt6741930	9.5	12061
tt3551076	9.2	11966
tt3748420	9.8	11961
tt3212600	9.0	11956
tt28478473	9.3	11945
tt1626753	9.7	11938
tt3673600	9.8	11896
tt0366758	9.1	11833
tt3599918	9.3	11799
tt15163014	9.2	11776
tt4125420	9.1	11632
tt0705260	9.7	11619
tt1205440	9.4	11574
tt28145495	9.3	11572
tt1627712	9.6	11564
tt1247470	9.5	11561
tt0239023	9.2	11542
tt10562854	9.4	11538
tt0365498	9.5	11533
tt0208155	9.5	11502
tt14134754	9.6	11445
tt5690552	9.5	11415
tt0533466	9.7	11376
tt11620828	9.6	11371
tt1310121	9.8	11350
tt4679214	9.8	11349
tt27916350	9.0	11335
tt1247465	9.1	11290
tt1208129	9.3	11278
tt0462423	9.4	11271
tt7826034	9.0	11245
tt1511910	9.6	11233
tt4041680	9.5	11224
tt9002164	9.3	11194
tt6741948	9.5	11175
tt3390684	9.5	11175
tt8888610	9.4	11141
tt13701034	9.5	11140
tt8919312	9.4	11133
tt3599898	9.3	11109
tt0846694	9.2	11108
tt14571480	9.5	11100
tt26230396	9.4	11082
tt1216109	9.7	11078
tt6816492	9.2	11063
tt4950314	9.4	11055
tt17337688	9.6	10971
tt6056652	9.2	10926
tt6674736	9.5	10912
tt31158074	9.6	10905
tt0184666	9.6	10896
tt8565640	9.6	10890
tt0705958	9.6	10871
tt7660914	9.2	10856
tt0562996	9.0	10853
tt9691182	9.1	10823
tt15163008	9.1	10781
tt0756450	9.2	10776
tt1247462	9.2	10772
tt13280474	9.3	10742
tt9729172	9.0	10717
tt3767938	9.8	10703
tt5152226	9.4	10697
tt1204264	9.8	10688
tt9861270	9.2	10674
tt23743566	9.3	10634
tt28372238	9.6	10630
tt1817007	9.3	10616
tt0636290	9.1	10577
tt0705249	9.4	10574
tt2134715	9.4	10566
tt1208128	9.1	10562
tt16747572	9.2	10561
tt28362335	9.6	10549
tt4938410	9.7	10508
tt14498996	9.1	10504
tt4950324	9.1	10495
tt1411541	9.6	10456
tt28220214	9.2	10447
tt6290024	9.2	10435
tt1000256	9.2	10409
tt7660896	9.1	10394
tt29371870	9.1	10387
tt4001090	9.4	10367
tt1247468	9.4	10352
tt14045250	9.5	10283
tt3253986	9.4	10269
tt6633682	9.5	10268
tt7923710	9.1	10267
tt4001088	9.4	10244
tt1247463	9.0	10220
tt0995838	9.6	10196
tt1578118	9.2	10174
tt1462220	9.6	10173
tt8865566	9.4	10139
tt4550868	9.6	10093
tt0562995	9.0	10058
tt5218488	9.6	10049
tt1205438	9.2	10024
tt21152028	9.0	10009
tt21152030	9.1	9991
tt15163012	9.1	9964
tt0800604	9.3	9935
tt0705256	9.1	9922
tt7748418	9.2	9918
tt21152034	9.1	9888
tt0705253	9.2	9853
tt18233714	9.2	9824
tt0583600	9.4	9822
tt9111462	9.2	9748
tt6227888	9.0	9704
tt10478714	9.3	9686
tt0705279	9.3	9664
tt1032132	9.4	9639
tt17008706	9.4	9600
tt28478472	9.2	9593
tt0563000	9.0	9565
tt2811510	9.5	9562
tt0990611	9.5	9546
tt29626913	9.6	9514
tt6741934	9.5	9510
tt0111893	9.1	9501
tt8084178	9.2	9493
tt29609729	9.6	9492
tt0636300	9.0	9492
tt3845910	9.4	9484
tt5347278	9.2	9480
tt3390240	9.2	9477
tt0356070	9.5	9468
tt0606046	9.6	9462
tt0249008	9.0	9410
tt17163896	9.4	9406
tt0697679	9.5	9398
tt0111281	9.1	9388
tt0705294	9.3	9372
tt3899320	9.1	9337
tt4950326	9.0	9337
tt3885886	9.6	9268
tt12539164	9.8	9260
tt0850173	9.5	9253
tt29506350	9.5	9251
tt2063241	9.2	9205
tt7629358	9.7	9203
tt13280468	9.0	9177
tt15452274	9.4	9170
tt5345894	9.0	9168
tt0664528	9.0	9163
tt1222595	9.4	9138
tt6635212	9.1	9080
tt0705295	9.3	9062
tt32113273	9.6	9048
tt6746190	9.5	9043
tt0583635	9.3	9029
tt4017786	9.2	9000
tt1043822	9.1	8996
tt4510954	9.5	8993
tt4950318	9.0	8986
tt5174280	9.2	8975
tt1247466	9.2	8965
tt5690560	9.1	8959
tt1777781	9.0	8937
tt9899090	9.0	8926
tt5690548	9.2	8910
tt1487742	9.2	8902
tt29371876	9.4	8876
tt2669740	9.4	8847
tt0705243	9.1	8844
tt15423194	9.1	8843
tt0793130	9.4	8830
tt0995836	9.2	8819
tt14968654	9.0	8819
tt11156378	9.0	8810
tt1205437	9.1	8804
tt11193428	9.1	8801
tt1541718	9.1	8792
tt9108684	9.4	8789
tt1607759	9.1	8780
tt4389744	9.5	8755
tt31322436	9.7	8753
tt8089526	9.5	8742
tt8527962	9.8	8732
tt11028176	9.6	8706
tt3827236	9.8	8702
tt5338044	9.5	8686
tt8084172	9.1	8686
tt0284110	9.1	8666
tt2235994	9.3	8662
tt8806266	9.0	8659
tt4001082	9.2	8637
tt1640867	9.6	8637
tt10100382	9.0	8604
tt1444420	9.5	8590
tt5347330	9.2	8578
tt9108686	9.3	8574
tt1607758	9.0	8563
tt0769383	9.5	8515
tt0866569	9.2	8488
tt0708803	9.4	8478
tt0705255	9.3	8478
tt2553414	9.7	8477
tt2761440	9.4	8477
tt1833194	9.3	8474
tt0533443	9.7	8456
tt5003034	9.1	8442
tt33050635	9.7	8440
tt1319916	9.7	8439
tt0705227	9.2	8417
tt5690544	9.1	8384
tt20918700	9.7	8377
tt5251470	9.4	8365
tt5541236	9.4	8364
tt5584166	9.6	8348
tt6542604	9.3	8337
tt18306264	9.6	8309
tt0705264	9.2	8290
tt15757632	9.7	8282
tt4835748	9.3	8279
tt0885872	9.4	8276
tt14163702	9.0	8270
tt14030806	9.4	8264
tt0866568	9.1	8257
tt13810850	9.5	8254
tt4001084	9.1	8250
tt0583642	9.2	8244
tt1031453	9.2	8242
tt0636280	9.2	8234
tt22805748	9.0	8215
tt6053616	9.1	8204
tt14577732	9.0	8184
tt0995837	9.3	8179
tt10882002	9.1	8169
tt1030253	9.2	8163
tt0705229	9.0	8161
tt14398228	9.1	8152
tt0829063	9.2	8121
tt1467644	9.2	8110
tt0979770	9.1	8088
tt5714408	9.4	8073
tt4838244	9.3	8067
tt13152062	9.0	8066
tt1444429	9.4	8053
tt1013980	9.2	8052
tt0516783	9.5	8051
tt32828209	9.1	8041
tt0987715	9.3	8030
tt3814634	9.3	8027
tt0322968	9.1	8025
tt11610556	9.3	8004
tt3978932	9.1	8004
tt0987714	9.4	8002
tt4460256	9.8	7995
tt0636285	9.1	7988
tt6015100	9.0	7973
tt11170862	9.0	7970
tt0775583	9.3	7968
tt1013988	9.4	7959
tt0705225	9.3	7941
tt3337674	9.4	7939
tt15399898	9.2	7922
tt3685804	9.2	7909
tt6021928	9.1	7895
tt0282975	9.4	7892
tt0939444	9.1	7850
tt0775325	9.2	7840
tt4927314	9.6	7832
tt1824317	9.5	7820
tt4138356	9.3	7820
tt0533496	9.7	7813
tt6741946	9.3	7806
tt9216752	9.6	7804
tt5174272	9.1	7783
tt24895396	9.2	7765
tt1028389	9.0	7755
tt13218186	9.2	7754
tt3685810	9.1	7738
tt8253134	9.3	7735
tt0928284	9.1	7732
tt0390163	9.3	7727
tt8266836	9.6	7715
tt1107710	9.2	7703
tt0636286	9.0	7695
tt2556008	9.3	7695
tt15268934	9.1	7672
tt8565638	9.4	7666
tt1890879	9.1	7659
tt0751092	9.2	7656
tt29268766	9.3	7653
tt1222613	9.1	7651
tt29232627	9.3	7650
tt1268727	9.2	7643
tt29232621	9.3	7625
tt29626909	9.6	7608
tt0636279	9.0	7582
tt5340582	9.8	7580
tt31869191	9.7	7573
tt2373025	9.2	7571
tt29294419	9.3	7571
tt1032131	9.3	7568
tt0822878	9.6	7563
tt0636276	9.0	7545
tt0697782	9.5	7501
tt4995876	9.4	7493
tt26448430	9.3	7491
tt27589539	9.7	7489
tt1541289	9.3	7487
tt0749434	9.6	7472
tt6635200	9.0	7472
tt6633686	9.1	7466
tt0992244	9.2	7447
tt29484511	9.3	7446
tt0998660	9.1	7440
tt10529418	9.6	7434
tt8071414	9.3	7430
tt6741940	9.1	7409
tt6741938	9.0	7407
tt29372529	9.3	7406
tt0799332	9.3	7391
tt4532988	9.7	7351
tt29661889	9.3	7343
tt3721724	9.3	7341
tt29519978	9.3	7340
tt19782854	9.0	7325
tt13625562	9.4	7320
tt29767007	9.3	7319
tt2542356	9.7	7311
tt0994352	9.2	7298
tt12696138	9.3	7288
tt6741944	9.1	7279
tt22012830	9.4	7264
tt4138378	9.0	7258
tt0204657	9.1	7256
tt1399779	9.1	7252
tt30273851	9.6	7252
tt14418824	9.2	7245
tt3326208	9.5	7244
tt1256021	9.1	7239
tt32330878	9.1	7238
tt4138344	9.0	7234
tt1559909	9.7	7214
tt30022710	9.3	7209
tt0697744	9.5	7195
tt30133509	9.3	7192
tt13218180	9.0	7190
tt13375940	9.3	7174
tt1222611	9.2	7171
tt8805244	9.5	7168
tt30003715	9.3	7160
tt1521502	9.6	7159
tt5153884	9.8	7158
tt1222594	9.2	7150
tt1862636	9.5	7146
tt0584444	9.5	7144
tt9475928	9.4	7138
tt30430221	9.3	7122
tt0977179	9.6	7121
tt0606115	9.1	7092
tt30224962	9.3	7074
tt0701122	9.3	7070
tt1640874	9.4	7049
tt1204263	9.5	7045
tt3221734	9.1	7043
tt5734500	9.2	7031
tt5271822	9.5	7024
tt30490808	9.3	7006
tt1117701	9.5	7004
tt3986350	9.2	7001
tt0583606	9.0	6997
tt2628854	9.7	6989
tt23288516	9.1	6972
tt3736872	9.0	6968
tt10293684	9.4	6967
tt5668586	9.3	6960
tt1628912	9.3	6959
tt4057962	9.3	6954
tt0987713	9.1	6941
tt0751081	9.2	6938
tt21480058	9.6	6927
tt3337668	9.2	6912
tt0954401	9.2	6911
tt14471770	9.5	6911
tt0853117	9.1	6900
tt23731504	9.3	6899
tt0697745	9.4	6894
tt1222604	9.2	6887
tt0583501	9.0	6885
tt1222609	9.3	6877
tt0583482	9.1	6876
tt0831991	9.1	6875
tt11411938	9.5	6869
tt0968992	9.1	6868
tt6542608	9.2	6868
tt6381882	9.8	6864
tt27566497	9.0	6853
tt3230890	9.2	6851
tt1013987	9.0	6835
tt4679206	9.7	6823
tt5215758	9.0	6822
tt0990612	9.3	6820
tt14217976	9.3	6820
tt0734824	9.4	6818
tt0583652	9.0	6815
tt2876480	9.0	6812
tt3291628	9.7	6810
tt15566072	9.5	6802
tt30868909	9.3	6795
tt1640871	9.2	6786
tt5714396	9.3	6785
tt8565634	9.0	6783
tt0678484	9.2	6783
tt0708455	9.2	6780
tt3230886	9.2	6777
tt14442438	9.5	6775
tt6071338	9.3	6773
tt5174274	9.0	6770
tt0919367	9.1	6768
tt5338040	9.3	6754
tt16152400	9.4	6741
tt9632528	9.5	6739
tt0583658	9.2	6730
tt3230896	9.2	6722
tt0992243	9.0	6721
tt5547512	9.4	6720
tt3230910	9.2	6720
tt3331452	9.7	6698
tt0994369	9.0	6694
tt0516780	9.3	6682
tt10703532	9.5	6680
tt27590650	9.1	6673
tt3898640	9.4	6668
tt6733136	9.2	6664
tt2383315	9.4	6662
tt1444424	9.1	6661
tt14132834	9.4	6658
tt28372281	9.1	6651
tt1615666	9.7	6651
tt0749447	9.2	6651
tt22012822	9.3	6647
tt1444419	9.1	6641
tt6866356	9.2	6634
tt3721722	9.1	6631
tt0583515	9.0	6625
tt3230882	9.0	6620
tt0161941	9.1	6619
tt0701298	9.2	6615
tt2121965	9.3	6608
tt0338221	9.1	6607
tt0771860	9.0	6606
tt1013979	9.0	6605
tt2194839	9.4	6605
tt18257408	9.5	6603
tt19882482	9.0	6602
tt0824795	9.1	6590
tt4023224	9.5	6580
tt5028206	9.2	6568
tt26420417	9.6	6558
tt5766946	9.3	6554
tt4952868	9.0	6552
tt2127579	9.3	6541
tt3230898	9.2	6537
tt0809488	9.5	6534
tt3229414	9.2	6531
tt4550866	9.3	6528
tt0734815	9.3	6525
tt8565622	9.0	6523
tt0829522	9.0	6521
tt3863916	9.0	6518
tt5095748	9.4	6507
tt6439870	9.7	6504
tt15498166	9.4	6492
tt0579533	9.3	6488
tt8565630	9.1	6487
tt0734568	9.1	6468
tt1989158	9.5	6452
tt0383795	9.3	6450
tt14465314	9.3	6447
tt10512638	9.6	6439
tt12650854	9.3	6438
tt0194376	9.0	6437
tt6552836	9.1	6437
tt4006578	9.1	6423
tt0902016	9.0	6422
tt8241372	9.2	6421
tt0708807	9.1	6418
tt2015348	9.1	6409
tt29764006	9.0	6407
tt6733140	9.3	6397
tt0796550	9.5	6391
tt14132844	9.4	6391
tt0879874	9.1	6387
tt9754692	9.3	6386
tt8565626	9.0	6360
tt7228366	9.5	6354
tt4795016	9.1	6351
tt0789294	9.1	6328
tt28069671	9.4	6327
tt1222602	9.1	6326
tt4378428	9.7	6317
tt5142940	9.6	6308
tt0583563	9.0	6308
tt11610562	9.0	6293
tt27589543	9.7	6291
tt1204262	9.0	6290
tt21047286	9.3	6279
tt6340138	9.1	6272
tt4162086	9.0	6270
tt1532469	9.2	6267
tt6340142	9.0	6266
tt5254184	9.0	6257
tt3615630	9.7	6254
tt0708845	9.2	6250
tt29626906	9.1	6242
tt5699790	9.3	6235
tt0749424	9.1	6234
tt0583511	9.0	6227
tt1413129	9.6	6225
tt2380789	9.6	6220
tt0900434	9.1	6219
tt0787373	9.4	6217
tt1488984	9.1	6216
tt0696628	9.7	6186
tt4035340	9.0	6177
tt9805708	9.3	6170
tt4033254	9.0	6169
